community_note,created_at,edits_remaining,favorite_count,full_text,has_card,has_community_notes,hashtags,id,in_reply_to,is_quote_status,is_translatable,lang,media,place,poll,possibly_sensitive,quote,quote_count,reply_count,retweet_count,retweeted_tweet,thumbnail_title,thumbnail_url,urls,user,view_count,view_count_state
None,Wed Oct 02 16:28:16 +0000 2024,5,9492,Chelsea support in Africa is like a religion. It's different level. https://t.co/EaJclFBryy,False,None,,1841515555246813500,None,False,False,en,https://pbs.twimg.com/media/GY5go0MXoAEZpm7.jpg,None,None,False,None,39,299,936,None,None,None,None,317750296,173090,EnabledWithCount
None,Mon Sep 30 18:15:55 +0000 2024,5,30268,Retweet widely Africa is talented https://t.co/o423Vka9VY,False,None,,1840817869581361397,None,False,False,en,https://pbs.twimg.com/media/GYvmFJWXEAA3jCe.jpg,None,None,False,None,158,386,6404,None,None,None,None,1378824930624745480,799788,EnabledWithCount
"{'id': '1841410183144132810', 'text': 'F1 is part of an internet hoax that started with altered images from a 2002 contest called ""Archaeological Anomalies 2."" Though it wasn\'t the first time,  It was officially debunked by National Geographic in 2007. \n\nnationalgeographic.com/history/articl….'}",Wed Oct 02 03:46:55 +0000 2024,5,4172,"There is a massive ancient grave of the giants in Mpumalanga Province, South Africa. Archeological societies are aware of this site, but they kept it secret to the public to avoid rewriting history and... https://t.co/IRtUYT4LqI",False,None,,1841323955082109080,None,False,False,en,"https://pbs.twimg.com/media/GY2yX4LWIAA2Llz.jpg,https://pbs.twimg.com/media/GY2yYKxWkAAwiv4.jpg",None,None,False,None,88,193,1145,None,None,None,None,872099812497395712,576531,EnabledWithCount
None,Mon Sep 30 15:44:42 +0000 2024,5,1543,Police have unleashed tear gas on peaceful citizens simply demanding answers about Morara's abduction. This blatant abuse of power. Where are the answers? How long will they keep silencing the truth with violence? #freemorara https://t.co/pmG0OHB1Wi,False,None,freemorara,1840779814971535613,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1840779732046028800/img/Zt80jtIa5T1mYURf.jpg,None,None,False,None,44,63,1186,None,None,None,None,1681345493438275584,67288,EnabledWithCount
None,Wed Oct 02 07:51:10 +0000 2024,5,118,She has united Africa and the whole world https://t.co/0mR3cD1LkL,False,None,,1841385422187807129,None,False,False,en,https://pbs.twimg.com/media/GY3qRzLWwAA-E90.jpg,None,None,False,None,0,112,1,None,None,None,None,1555923577660211200,1886,EnabledWithCount
None,Tue Oct 01 18:13:50 +0000 2024,5,236,"-Kenya,Africa,the whole world stand with Israel,Tel Aviv.

-I stand with Israel #Israel .
-World War 3 https://t.co/BMpuHFfQlL",False,None,Israel,1841179732752392442,None,False,False,en,https://pbs.twimg.com/media/GY0vNOQXkAQrG0f.jpg,None,None,False,None,30,259,29,None,None,None,None,2535137426,47111,EnabledWithCount
None,Fri Sep 27 08:03:05 +0000 2024,5,85,"I have asked this question before, I want to ask again, for the very last time what is the real name of this bag? https://t.co/eIM7c9HsED",False,None,,1839576479887159383,None,False,False,en,"https://pbs.twimg.com/media/GYd9DqOWIAA3n5U.jpg,https://pbs.twimg.com/media/GYd9DqNW8AAq_vG.jpg",None,None,False,None,5,49,21,None,None,None,None,2450068830,7823,EnabledWithCount
None,Fri Sep 27 18:48:27 +0000 2024,5,11461,"In Africa, we don't send our African elders to old age homes, they stay at home so that they pass intergenerational wisdom

Your comments on this https://t.co/eXU6J8VoCG",False,None,,1839738893496643899,None,False,False,en,https://pbs.twimg.com/media/GYgQrISWAAAbWVU.jpg,None,None,False,None,65,430,1640,None,None,None,None,1536268354830360576,237342,EnabledWithCount
None,Wed Aug 07 19:49:09 +0000 2024,5,11195,"If Chidimma Adetshina was white, the story would be different. 

How many undocumented &amp; fraudulent Europeans and Chinese do we have in South Africa, representing SA on local and international competitions? Black people are hated everywhere, worse by other blacks. https://t.co/e3Bi1ESMdT",False,None,,1821272385863217376,None,False,False,en,"https://pbs.twimg.com/media/GUZ1kt7WsAAPnLa.jpg,https://pbs.twimg.com/media/GUZ1lA0XUAAbrpk.jpg",None,None,False,None,418,2397,1720,None,None,None,None,1540524562047172609,2872324,EnabledWithCount
None,Tue Oct 01 18:14:18 +0000 2024,5,486,"I'm speaking on behalf of South Africans.

Dear President Cyril Ramaphosa, Please take South Africa out of BRICS or send the SANDF to fight alongside the IDF!

https://t.co/70HRYp3GDd",False,None,,1841179850100383929,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841163719633469446/img/nn8CvQxxLKR0uWF_.jpg,None,None,False,None,27,294,52,None,None,None,None,2198470996,55413,EnabledWithCount
None,Sat Sep 28 07:38:24 +0000 2024,5,1489,"Please, where in africa is this?  https://t.co/NmNtBZc1rJ",False,None,,1839932656034758931,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1839574055655010304/pu/img/kfSifVjf7Fmlcsdj.jpg,None,None,False,None,44,435,254,None,None,None,None,1901298962,305278,EnabledWithCount
None,Tue Oct 01 09:37:01 +0000 2024,5,4532,Happy Independence Day Nigeria. https://t.co/HwoCpiX8Rh,False,None,,1841049671973638550,None,False,False,en,"https://pbs.twimg.com/media/GYy46oTXAAkycC0.jpg,https://pbs.twimg.com/media/GYy46rLXsAAZnCv.png",None,None,False,None,17,272,444,None,None,None,None,129009730,168481,EnabledWithCount
None,Sun Sep 29 11:22:36 +0000 2024,5,1500,Mlichocha huyu dem sana ati she is the most beautiful girl in the East Africa. Aliendaga wapi ? https://t.co/ktvrgvCZX8,False,None,,1840351468982854038,None,False,False,en,https://pbs.twimg.com/media/GYo96ECbQAAigrB.jpg,None,None,False,None,2,175,136,None,None,None,None,1507711811436568576,78330,EnabledWithCount
None,Sat Sep 28 18:54:32 +0000 2024,5,3104,"Nishant Mishra P.A to Jayesh Saini is a director at SIH Africa which owns Apiero the company in the SHIF system 104M scam, he also works for Bliss Healthcare and Afrigreen automobile. Remember the mysterious buyer of Mobius? It was Afrigreen auto owned by this same cabal. https://t.co/QTaPktxGvs",False,None,,1840102812186808389,None,True,False,en,"https://pbs.twimg.com/media/GYlbwQoWgAAiNlm.jpg,https://pbs.twimg.com/media/GYlbwQqXgAAjhiO.jpg,https://pbs.twimg.com/media/GYlbwQoXUAAcNWS.jpg",None,None,False,1820763219541000380,41,146,2514,None,None,None,None,2723825049,99215,EnabledWithCount
None,Sun Sep 29 18:57:14 +0000 2024,5,630,"This is apparently South Africa. 

A ghetto slump turned into small Mogadishu, our former Mayfair. 
Murder on 8 Avenue and Bird Street, 6 shots ! https://t.co/IheWSXUpbl",False,None,,1840465881014349964,None,False,False,en,"https://pbs.twimg.com/ext_tw_video_thumb/1840465763007639552/pu/img/QjIxuTUurp844mUB.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1840465776035172352/pu/img/MIOuwmdRY0lHIarm.jpg",None,None,False,None,7,58,299,None,None,None,None,1280625754238267393,36837,EnabledWithCount
